total_points,now_cost,indexes
121,205,"[610, 611, 146, 339, 410]"
149,206,"[610, 611, 339, 410, 413]"
178,207,"[610, 611, 146, 339, 504]"
212,208,"[610, 611, 339, 410, 504]"
232,209,"[610, 611, 339, 323, 504]"
255,210,"[610, 339, 410, 413, 504]"
281,211,"[610, 339, 410, 323, 504]"
302,212,"[610, 339, 410, 504, 340]"
322,213,"[610, 339, 323, 504, 340]"
344,214,"[339, 410, 323, 56, 504]"
369,215,"[339, 410, 323, 504, 340]"
385,216,"[339, 323, 56, 504, 340]"
395,217,"[339, 323, 504, 340, 534]"
411,218,"[339, 410, 504, 340, 80]"
431,219,"[339, 323, 504, 340, 80]"
441,220,"[323, 56, 504, 340, 80]"
451,221,"[323, 504, 340, 534, 80]"
458,222,"[339, 504, 340, 80, 459]"
472,223,"[323, 504, 340, 80, 459]"
478,224,"[504, 340, 534, 80, 459]"
483,225,"[339, 504, 340, 80, 147]"
497,226,"[323, 504, 340, 80, 147]"
503,227,"[504, 340, 534, 80, 147]"
505,228,"[504, 340, 534, 80, 42]"
524,229,"[504, 340, 80, 459, 147]"
526,230,"[504, 340, 80, 459, 42]"
527,231,"[504, 340, 80, 411, 147]"
544,232,"[504, 340, 80, 147, 126]"
551,233,"[504, 340, 80, 147, 42]"
557,235,"[504, 80, 459, 147, 42]"
560,237,"[504, 80, 411, 147, 42]"
577,238,"[504, 80, 147, 126, 42]"
580,240,"[504, 80, 147, 42, 475]"
591,243,"[504, 80, 147, 126, 343]"
598,244,"[504, 80, 147, 42, 343]"
609,247,"[504, 340, 80, 147, 40]"
611,248,"[504, 340, 80, 42, 40]"
615,249,"[504, 80, 459, 147, 40]"
617,250,"[504, 80, 459, 42, 40]"
621,251,"[504, 340, 147, 42, 40]"
635,252,"[504, 80, 147, 126, 40]"
642,253,"[504, 80, 147, 42, 40]"
647,256,"[504, 147, 126, 42, 40]"
656,258,"[504, 80, 147, 343, 40]"
658,259,"[504, 80, 42, 343, 40]"
661,261,"[504, 147, 126, 343, 40]"
668,262,"[504, 147, 42, 343, 40]"
673,264,"[80, 147, 42, 343, 40]"
678,267,"[147, 126, 42, 343, 40]"
685,268,"[504, 80, 147, 40, 150]"
687,269,"[504, 80, 42, 40, 150]"
690,271,"[504, 147, 126, 40, 150]"
697,272,"[504, 147, 42, 40, 150]"
702,274,"[80, 147, 42, 40, 150]"
711,277,"[504, 147, 343, 40, 150]"
713,278,"[504, 42, 343, 40, 150]"
716,279,"[80, 147, 343, 40, 150]"
718,280,"[80, 42, 343, 40, 150]"
721,282,"[147, 126, 343, 40, 150]"
728,283,"[147, 42, 343, 40, 150]"
730,286,"[80, 343, 149, 40, 150]"
732,288,"[80, 147, 343, 40, 172]"
740,289,"[147, 343, 149, 40, 150]"
742,290,"[42, 343, 149, 40, 150]"
744,292,"[147, 42, 343, 40, 172]"
746,293,"[504, 80, 40, 150, 172]"
748,294,"[80, 343, 40, 393, 150]"
756,296,"[504, 147, 40, 150, 172]"
758,297,"[504, 42, 40, 150, 172]"
761,298,"[80, 147, 40, 150, 172]"
763,299,"[80, 42, 40, 150, 172]"
766,301,"[147, 126, 40, 150, 172]"
773,302,"[147, 42, 40, 150, 172]"
777,304,"[80, 343, 40, 150, 172]"
787,307,"[147, 343, 40, 150, 172]"
789,308,"[42, 343, 40, 150, 172]"
793,313,"[80, 40, 393, 150, 172]"
801,314,"[343, 149, 40, 150, 172]"
803,316,"[147, 40, 393, 150, 172]"
805,317,"[42, 40, 393, 150, 172]"
807,321,"[42, 40, 150, 465, 172]"
819,322,"[343, 40, 393, 150, 172]"
821,326,"[343, 40, 150, 465, 172]"
822,331,"[147, 42, 40, 150, 251]"
824,332,"[147, 42, 40, 150, 1001]"
826,333,"[80, 343, 40, 150, 251]"
828,334,"[504, 147, 40, 150, 1079]"
837,335,"[40, 393, 150, 465, 172]"
838,337,"[147, 343, 40, 150, 1001]"
840,338,"[42, 343, 40, 150, 1001]"
841,339,"[504, 42, 40, 150, 1114]"
845,340,"[147, 42, 40, 150, 1079]"
846,341,"[80, 42, 40, 150, 1114]"
849,342,"[80, 343, 40, 150, 1079]"
850,343,"[343, 149, 40, 150, 251]"
856,344,"[147, 42, 40, 150, 1114]"
859,345,"[147, 343, 40, 150, 1079]"
