total_points,now_cost,indexes
43,153,"[52, 53, 93, 95]"
69,154,"[52, 53, 95, 140]"
93,155,"[52, 95, 140, 522]"
132,156,"[52, 53, 95, 427]"
158,157,"[52, 95, 140, 427]"
182,158,"[95, 140, 522, 427]"
207,159,"[95, 140, 335, 427]"
219,160,"[52, 95, 427, 409]"
245,161,"[95, 140, 427, 409]"
268,162,"[95, 335, 427, 409]"
284,163,"[95, 335, 427, 483]"
295,164,"[95, 427, 409, 192]"
322,165,"[95, 427, 409, 483]"
328,166,"[335, 427, 409, 483]"
333,167,"[427, 556, 409, 483]"
355,168,"[427, 409, 192, 483]"
370,169,"[427, 409, 483, 141]"
376,170,"[427, 409, 483, 92]"
380,171,"[427, 483, 141, 92]"
399,172,"[427, 409, 483, 145]"
403,173,"[427, 483, 141, 145]"
409,174,"[427, 483, 92, 145]"
412,175,"[427, 483, 141, 162]"
418,176,"[427, 483, 92, 162]"
432,177,"[427, 483, 145, 423]"
441,178,"[427, 483, 145, 162]"
443,180,"[483, 141, 145, 162]"
449,181,"[483, 92, 145, 162]"
458,182,"[427, 145, 423, 162]"
472,184,"[483, 145, 423, 162]"
479,186,"[427, 483, 162, 484]"
481,187,"[427, 409, 145, 245]"
497,188,"[427, 483, 145, 245]"
506,190,"[427, 483, 162, 245]"
510,191,"[483, 145, 162, 484]"
514,192,"[427, 145, 423, 245]"
523,193,"[427, 145, 162, 245]"
528,194,"[483, 145, 423, 245]"
537,195,"[483, 145, 162, 245]"
540,198,"[427, 145, 221, 245]"
554,199,"[145, 423, 162, 245]"
566,201,"[483, 145, 484, 245]"
575,203,"[483, 162, 484, 245]"
583,205,"[145, 423, 484, 245]"
592,206,"[145, 162, 484, 245]"
598,210,"[145, 162, 245, 116]"
609,211,"[145, 221, 484, 245]"
618,213,"[162, 221, 484, 245]"
621,214,"[483, 145, 245, 247]"
630,216,"[483, 162, 245, 247]"
638,218,"[145, 423, 245, 247]"
647,219,"[145, 162, 245, 247]"
659,222,"[483, 484, 245, 247]"
664,224,"[145, 221, 245, 247]"
676,225,"[145, 484, 245, 247]"
685,227,"[162, 484, 245, 247]"
691,231,"[162, 245, 116, 247]"
702,232,"[221, 484, 245, 247]"
709,235,"[483, 245, 247, 246]"
720,237,"[484, 245, 116, 247]"
726,238,"[145, 245, 247, 246]"
735,240,"[162, 245, 247, 246]"
752,245,"[221, 245, 247, 246]"
764,246,"[484, 245, 247, 246]"
770,250,"[245, 116, 247, 246]"
783,255,"[245, 268, 247, 246]"
